DateOp,ShiftID,Loader,Hauler,Sector,NominalWeight,PayLoadWeight,MaterialDesc,DumpDateOpKey,DateTimeStart,LoaderKey,UnitKey
00:00.0,D,S65,T427,X4J,350,434.377273,Inpit stockpile,20211101,2021-11-01 11:21:05.00 -07:00,648,509
00:00.0,N,S65,T498,X4J,350,381.592178,Inpit stockpile,20211101,2021-11-01 19:51:54.00 -07:00,648,429
00:00.0,N,S65,T481,X4J,350,387.8221338,Inpit stockpile,20211101,2021-11-01 19:05:12.00 -07:00,648,340
00:00.0,N,S65,T473,X4J,350,381.592178,Inpit stockpile,20211101,2021-11-01 19:43:11.00 -07:00,648,296
00:00.0,N,S65,T489,X4J,350,379.392816,Inpit stockpile,20211101,2021-11-01 20:45:45.00 -07:00,648,411
00:00.0,N,S65,T498,X4J,350,381.592178,Inpit stockpile,20211101,2021-11-01 21:30:06.00 -07:00,648,429
00:00.0,N,S65,T356,X4J,350,381.600571,Inpit stockpile,20211101,2021-11-01 21:39:36.00 -07:00,648,632
00:00.0,N,S65,T1208,X4J,350,380.492508,Inpit stockpile,20211101,2021-11-01 20:03:34.00 -07:00,648,559
00:00.0,N,S98,T1209,X4J,350,373.894389,Crusher ore,20211101,2021-11-02 02:05:57.00 -07:00,417,565
00:00.0,N,S98,T1212,X4J,350,394.788482,Inpit stockpile,20211101,2021-11-02 02:31:48.00 -07:00,417,563
00:00.0,N,S65,T481,X4J,350,398.087514,Inpit stockpile,20211101,2021-11-01 22:11:59.00 -07:00,648,340
00:00.0,N,S65,T418,X4J,350,358.498723,Inpit stockpile,20211101,2021-11-01 22:20:51.00 -07:00,648,477
00:00.0,N,S65,T1205,X4J,350,395.888152,Inpit stockpile,20211101,2021-11-01 22:41:00.00 -07:00,648,560
00:00.0,N,S65,T1202,X4J,350,377.193454,Inpit stockpile,20211101,2021-11-01 22:08:28.00 -07:00,648,555
00:00.0,D,S95,T411,S3A,350,421.181002,Construction,20211101,2021-11-01 09:52:16.00 -07:00,329,459
00:00.0,D,S95,T417,S3A,350,372.794664,Construction,20211101,2021-11-01 08:46:57.00 -07:00,329,478
00:00.0,D,S25,T429,K8C,350,390.389692,Construction,20211101,2021-11-01 12:12:13.00 -07:00,160,553
00:00.0,N,S25,T483,K8C,350,409.084423,Construction,20211101,2021-11-01 17:41:55.00 -07:00,160,392
00:00.0,N,S98,T426,X4J,350,382.69187,Inpit stockpile,20211101,2021-11-02 03:09:24.00 -07:00,417,508
00:00.0,N,S98,T468,X4J,350,373.894389,Inpit stockpile,20211101,2021-11-02 01:10:42.00 -07:00,417,291
00:00.0,D,S99,T492,X4K,350,359.598382,Construction,20211101,2021-11-01 07:44:24.00 -07:00,548,418
00:00.0,D,S99,T482,X4K,350,377.193421,Construction,20211101,2021-11-01 07:49:54.00 -07:00,548,344
00:00.0,D,S99,T1205,X4K,350,403.585996,Construction,20211101,2021-11-01 07:44:42.00 -07:00,548,560
00:00.0,D,S98,T477,X4J,350,381.592178,Construction,20211101,2021-11-01 10:29:40.00 -07:00,417,300
00:00.0,D,S98,T1212,X4J,750,400.286909,Construction,20211101,2021-11-01 10:31:01.00 -07:00,417,563
00:00.0,D,S95,T1206,S3A,350,359.598415,Construction,20211101,2021-11-01 09:26:33.00 -07:00,329,561
00:00.0,D,L94,T482,BD7,350,370.595302,Crusher ore,20211101,2021-11-01 08:15:32.00 -07:00,138,344
00:00.0,D,L94,T1212,BD7,350,398.087547,Crusher ore,20211101,2021-11-01 11:00:03.00 -07:00,138,563
00:00.0,N,L94,T471,BD7,350,369.495599,Crusher ore,20211101,2021-11-01 19:35:03.00 -07:00,138,294
00:00.0,D,S99,T481,X4K,350,394.788482,Construction,20211101,2021-11-01 07:23:15.00 -07:00,548,340
00:00.0,D,S99,T357,X4K,350,421.8456,Construction,20211101,2021-11-01 11:04:05.00 -07:00,548,638
00:00.0,D,S99,T480,X4K,350,379.392816,Construction,20211101,2021-11-01 10:55:15.00 -07:00,548,303
00:00.0,D,L94,T456,BD7,350,388.19033,Crusher ore,20211101,2021-11-01 13:14:07.00 -07:00,138,279
00:00.0,D,L94,T464,BD7,350,366.084389,Crusher ore,20211101,2021-11-01 13:23:36.00 -07:00,138,287
00:00.0,D,L94,T456,BD7,350,388.19033,Crusher ore,20211101,2021-11-01 11:07:33.00 -07:00,138,279
00:00.0,D,L94,T481,BD7,350,387.090627,Crusher ore,20211101,2021-11-01 10:00:42.00 -07:00,138,340
00:00.0,D,L94,T410,BD7,350,396.987844,Crusher ore,20211101,2021-11-01 12:54:24.00 -07:00,138,269
00:00.0,N,L94,T473,BD7,350,339.803992,Crusher ore,20211101,2021-11-02 02:37:08.00 -07:00,138,296
00:00.0,N,S81,T1214,FM1,350,414.582872,Crusher ore,20211101,2021-11-02 02:03:20.00 -07:00,155,564
00:00.0,N,S81,T479,FM1,350,410.184082,Crusher ore,20211101,2021-11-01 20:16:46.00 -07:00,155,302
00:00.0,N,S81,T497,FM1,350,392.589054,Crusher ore,20211101,2021-11-02 03:10:43.00 -07:00,155,426
00:00.0,N,S81,T456,FM1,350,414.582872,Crusher ore,20211101,2021-11-02 03:27:24.00 -07:00,155,279
00:00.0,N,S81,T427,FM1,350,416.782234,Crusher ore,20211101,2021-11-02 02:38:29.00 -07:00,155,509
00:00.0,D,L94,T498,BD7,350,380.492475,Crusher ore,20211101,2021-11-01 12:28:44.00 -07:00,138,429
00:00.0,N,S81,T489,FM1,350,384.891265,Crusher ore,20211101,2021-11-02 01:20:32.00 -07:00,155,411
00:00.0,N,S81,T484,FM1,350,410.184082,Crusher ore,20211101,2021-11-02 01:58:16.00 -07:00,155,393
00:00.0,N,S81,T1205,FM1,350,377.193454,Crusher ore,20211101,2021-11-01 19:53:33.00 -07:00,155,560
00:00.0,N,S81,T425,FM1,350,370.595302,Crusher ore,20211101,2021-11-01 22:20:41.00 -07:00,155,506
00:00.0,N,S81,T487,FM1,350,377.193421,Crusher ore,20211101,2021-11-01 23:15:02.00 -07:00,155,406
00:00.0,N,S81,T481,FM1,350,416.782234,Crusher ore,20211101,2021-11-02 01:45:11.00 -07:00,155,340
00:00.0,N,S81,T490,FM1,350,372.794664,Crusher ore,20211101,2021-11-01 20:40:39.00 -07:00,155,413
00:00.0,N,S81,T414,FM1,350,394.788482,Crusher ore,20211101,2021-11-01 19:51:34.00 -07:00,155,467
00:00.0,N,S81,T404,FM1,350,398.087514,Crusher ore,20211101,2021-11-01 20:43:09.00 -07:00,155,263
00:00.0,N,S81,T481,FM1,350,409.084423,Crusher ore,20211101,2021-11-01 20:28:51.00 -07:00,155,340
00:00.0,N,S81,T482,FM1,350,395.888152,Crusher ore,20211101,2021-11-01 19:06:21.00 -07:00,155,344
00:00.0,D,S81,T452,FM1,350,376.093751,Crusher ore,20211101,2021-11-01 14:44:58.00 -07:00,155,275
00:00.0,N,S81,T484,FM1,350,377.193421,Crusher ore,20211101,2021-11-01 18:07:12.00 -07:00,155,393
00:00.0,N,S81,T478,FM1,350,349.701209,Crusher ore,20211101,2021-11-01 18:09:09.00 -07:00,155,301
00:00.0,D,S81,T423,FM1,350,382.69187,Crusher ore,20211101,2021-11-01 15:26:36.00 -07:00,155,503
00:00.0,N,S81,T486,FM1,350,411.283785,Crusher ore,20211101,2021-11-01 21:58:48.00 -07:00,155,403
00:00.0,N,S81,T492,FM1,350,287.018897,Crusher ore,20211101,2021-11-01 22:13:54.00 -07:00,155,418
00:00.0,N,S81,T403,FM1,350,406.885028,Crusher ore,20211101,2021-11-01 19:12:17.00 -07:00,155,262
00:00.0,N,S81,T423,FM1,350,415.682575,Crusher ore,20211101,2021-11-01 19:19:23.00 -07:00,155,503
00:00.0,N,S81,T417,FM1,350,355.199658,Crusher ore,20211101,2021-11-01 19:06:53.00 -07:00,155,478
00:00.0,N,S81,T468,FM1,350,377.193421,Crusher ore,20211101,2021-11-01 18:29:29.00 -07:00,155,291
00:00.0,N,S81,T1213,FM1,350,400.286909,Crusher ore,20211101,2021-11-01 19:21:37.00 -07:00,155,558
00:00.0,N,S81,T424,FM1,350,370.595302,Crusher ore,20211101,2021-11-01 18:50:27.00 -07:00,155,507
00:00.0,N,S81,T463,FM1,350,400.286909,Crusher ore,20211101,2021-11-01 17:53:38.00 -07:00,155,286
00:00.0,N,S81,T1201,FM1,350,406.885061,Crusher ore,20211101,2021-11-01 20:35:51.00 -07:00,155,556
00:00.0,N,S81,T1214,FM1,350,384.891265,Crusher ore,20211101,2021-11-01 18:53:58.00 -07:00,155,564
00:00.0,N,S81,T498,FM1,350,370.595302,Crusher ore,20211101,2021-11-01 19:00:06.00 -07:00,155,429
00:00.0,N,S81,T453,FM1,350,373.894389,Crusher ore,20211101,2021-11-01 18:47:48.00 -07:00,155,276
00:00.0,N,S81,T356,FM1,350,346.0831,Crusher ore,20211101,2021-11-01 17:43:23.00 -07:00,155,632
00:00.0,N,S81,T1202,FM1,350,424.480089,Crusher ore,20211101,2021-11-01 19:11:44.00 -07:00,155,555
00:00.0,N,S81,T473,FM1,350,410.184082,Crusher ore,20211101,2021-11-01 21:33:12.00 -07:00,155,296
00:00.0,N,S81,T456,FM1,350,403.585996,Crusher ore,20211101,2021-11-01 19:21:57.00 -07:00,155,279
00:00.0,N,S81,T472,FM1,350,383.79154,Crusher ore,20211101,2021-11-01 19:21:59.00 -07:00,155,295
00:00.0,N,S81,T477,FM1,350,384.891265,Crusher ore,20211101,2021-11-01 18:29:56.00 -07:00,155,300
00:00.0,N,S81,T452,FM1,350,365.096875,Crusher ore,20211101,2021-11-01 18:41:53.00 -07:00,155,275
00:00.0,N,S81,T485,FM1,350,407.98472,Crusher ore,20211101,2021-11-01 20:15:54.00 -07:00,155,396
00:00.0,N,S81,T474,FM1,350,367.296237,Crusher ore,20211101,2021-11-01 23:47:06.00 -07:00,155,297
00:00.0,N,S81,T452,FM1,350,405.785358,Crusher ore,20211101,2021-11-01 21:12:47.00 -07:00,155,275
00:00.0,N,S81,T457,FM1,350,349.701209,Crusher ore,20211101,2021-11-01 21:21:09.00 -07:00,155,280
00:00.0,N,S81,T480,FM1,350,362.897447,Crusher ore,20211101,2021-11-01 19:07:32.00 -07:00,155,303
00:00.0,N,S81,T492,FM1,350,361.797777,Crusher ore,20211101,2021-11-01 19:07:32.00 -07:00,155,418
00:00.0,N,S81,T474,FM1,350,377.193421,Crusher ore,20211101,2021-11-01 21:23:43.00 -07:00,155,297
00:00.0,N,S81,T425,FM1,350,381.592178,Crusher ore,20211101,2021-11-02 01:21:19.00 -07:00,155,506
00:00.0,N,S81,T487,FM1,350,410.184082,Crusher ore,20211101,2021-11-01 21:43:57.00 -07:00,155,406
00:00.0,N,S81,T499,FM1,350,392.7528,Crusher ore,20211101,2021-11-01 21:48:51.00 -07:00,155,430
00:00.0,N,S81,T1209,FM1,350,403.585996,Crusher ore,20211101,2021-11-01 19:44:08.00 -07:00,155,565
00:00.0,N,S81,T480,FM1,350,385.990968,Crusher ore,20211101,2021-11-01 21:22:43.00 -07:00,155,303
00:00.0,N,S81,T1214,FM1,350,388.19033,Crusher ore,20211101,2021-11-01 22:05:35.00 -07:00,155,564
00:00.0,N,S81,T414,FM1,350,370.595302,Crusher ore,20211101,2021-11-01 22:29:49.00 -07:00,155,467
00:00.0,N,S81,T1212,FM1,350,415.682575,Crusher ore,20211101,2021-11-01 22:30:15.00 -07:00,155,563
00:00.0,N,S81,T410,FM1,350,385.990968,Crusher ore,20211101,2021-11-01 22:46:58.00 -07:00,155,269
00:00.0,N,S81,T461,FM1,350,360.698085,Crusher ore,20211101,2021-11-01 22:20:12.00 -07:00,155,284
00:00.0,N,S81,T423,FM1,350,435.476965,Crusher ore,20211101,2021-11-01 21:22:59.00 -07:00,155,503
00:00.0,N,S81,T1209,FM1,350,373.894389,Crusher ore,20211101,2021-11-01 23:30:12.00 -07:00,155,565
00:00.0,N,S81,T1204,FM1,350,380.492508,Crusher ore,20211101,2021-11-02 00:12:30.00 -07:00,155,557
00:00.0,N,S81,T453,FM1,350,392.589054,Crusher ore,20211101,2021-11-02 00:26:20.00 -07:00,155,276
00:00.0,N,S81,T424,FM1,350,405.785358,Crusher ore,20211101,2021-11-02 00:43:10.00 -07:00,155,507
00:00.0,N,S81,T478,FM1,350,327.707413,Crusher ore,20211101,2021-11-01 22:03:15.00 -07:00,155,301
00:00.0,N,S81,T1202,FM1,350,382.69187,Crusher ore,20211101,2021-11-02 01:16:10.00 -07:00,155,555
00:00.0,N,S81,T475,FM1,350,394.788482,Crusher ore,20211101,2021-11-02 01:34:43.00 -07:00,155,298
00:00.0,D,S98,T466,X4J,350,406.885028,Crusher ore,20211101,2021-11-01 08:16:51.00 -07:00,417,289
00:00.0,D,S98,T455,X4J,350,391.489384,Crusher ore,20211101,2021-11-01 08:17:13.00 -07:00,417,278
00:00.0,N,S98,T486,X4J,350,369.495599,Crusher ore,20211101,2021-11-02 04:03:45.00 -07:00,417,403
00:00.0,D,S98,T453,X4J,350,414.582872,Crusher ore,20211101,2021-11-01 07:26:27.00 -07:00,417,276
00:00.0,N,S81,T403,FM1,350,410.184082,Crusher ore,20211101,2021-11-01 23:09:07.00 -07:00,155,262
00:00.0,N,S81,T453,FM1,350,387.090627,Crusher ore,20211101,2021-11-02 02:57:47.00 -07:00,155,276
00:00.0,D,S98,T470,X4J,350,446.473841,Crusher ore,20211101,2021-11-01 07:01:41.00 -07:00,417,293
00:00.0,D,S98,T1208,X4J,350,382.69187,Crusher ore,20211101,2021-11-01 07:37:30.00 -07:00,417,559
00:00.0,D,S98,T474,X4J,350,367.296237,Crusher ore,20211101,2021-11-01 08:14:58.00 -07:00,417,297
00:00.0,D,S98,T425,X4J,350,417.881937,Crusher ore,20211101,2021-11-01 09:55:40.00 -07:00,417,506
00:00.0,D,S98,T484,X4J,350,399.187206,Crusher ore,20211101,2021-11-01 07:12:06.00 -07:00,417,393
00:00.0,N,S81,T482,FM1,350,398.087514,Crusher ore,20211101,2021-11-02 00:50:32.00 -07:00,155,344
00:00.0,D,S98,T1212,X4J,350,411.283785,Crusher ore,20211101,2021-11-01 08:02:03.00 -07:00,417,563
00:00.0,D,S98,T474,X4J,350,392.589054,Crusher ore,20211101,2021-11-01 11:51:09.00 -07:00,417,297
00:00.0,D,S98,T1209,X4J,350,395.888152,Crusher ore,20211101,2021-11-01 12:25:01.00 -07:00,417,565
00:00.0,D,S98,T427,X4J,350,383.79154,Crusher ore,20211101,2021-11-01 07:12:24.00 -07:00,417,509
00:00.0,D,S98,T410,X4J,350,415.682542,Crusher ore,20211101,2021-11-01 07:14:43.00 -07:00,417,269
00:00.0,D,S98,T1205,X4J,350,410.184115,Crusher ore,20211101,2021-11-01 13:57:43.00 -07:00,417,560
00:00.0,D,S98,T1213,X4J,350,426.679451,Crusher ore,20211101,2021-11-01 10:22:58.00 -07:00,417,558
00:00.0,D,S98,T499,X4J,350,381.843,Crusher ore,20211101,2021-11-01 07:11:28.00 -07:00,417,430
00:00.0,D,S98,T456,X4J,350,414.582872,Crusher ore,20211101,2021-11-01 06:48:43.00 -07:00,417,279
00:00.0,D,S98,T1208,X4J,350,404.685666,Crusher ore,20211101,2021-11-01 11:11:01.00 -07:00,417,559
00:00.0,D,S98,T477,X4J,350,377.193421,Crusher ore,20211101,2021-11-01 07:34:43.00 -07:00,417,300
00:00.0,D,S98,T452,X4J,350,402.486271,Crusher ore,20211101,2021-11-01 07:36:02.00 -07:00,417,275
00:00.0,D,S98,T485,X4J,350,385.990968,Crusher ore,20211101,2021-11-01 11:51:04.00 -07:00,417,396
00:00.0,D,S98,T479,X4J,350,414.582872,Crusher ore,20211101,2021-11-01 08:36:08.00 -07:00,417,302
00:00.0,D,S98,T492,X4J,350,340.903695,Crusher ore,20211101,2021-11-01 06:51:40.00 -07:00,417,418
00:00.0,D,S98,T485,X4J,350,379.392816,Crusher ore,20211101,2021-11-01 08:39:32.00 -07:00,417,396
00:00.0,D,S98,T1201,X4J,350,391.489384,Crusher ore,20211101,2021-11-01 08:40:39.00 -07:00,417,556
00:00.0,D,S98,T489,X4J,350,400.286909,Crusher ore,20211101,2021-11-01 09:54:41.00 -07:00,417,411
00:00.0,N,S98,T482,X4J,350,373.894389,Crusher ore,20211101,2021-11-01 23:02:26.00 -07:00,417,344
00:00.0,D,S98,T470,X4J,350,392.589054,Crusher ore,20211101,2021-11-01 10:58:57.00 -07:00,417,293
00:00.0,N,S98,T466,X4J,350,373.894389,Crusher ore,20211101,2021-11-02 02:11:27.00 -07:00,417,289
00:00.0,D,S98,T482,X4J,350,387.8221338,Crusher ore,20211101,2021-11-01 11:01:30.00 -07:00,417,344
00:00.0,D,S98,T468,X4J,350,362.897447,Crusher ore,20211101,2021-11-01 11:06:07.00 -07:00,417,291
00:00.0,D,S98,T424,X4J,350,387.8221338,Crusher ore,20211101,2021-11-01 11:21:50.00 -07:00,417,507
00:00.0,N,S98,T454,X4J,350,355.199658,Crusher ore,20211101,2021-11-01 22:30:24.00 -07:00,417,277
00:00.0,N,S98,T489,X4J,350,371.694961,Crusher ore,20211101,2021-11-02 04:29:01.00 -07:00,417,411
00:00.0,N,S98,T470,X4J,350,362.897447,Crusher ore,20211101,2021-11-02 04:31:29.00 -07:00,417,293
00:00.0,N,S98,T423,X4J,350,374.994059,Crusher ore,20211101,2021-11-02 01:24:46.00 -07:00,417,503
00:00.0,N,S98,T1208,X4J,350,371.694994,Crusher ore,20211101,2021-11-01 18:32:35.00 -07:00,417,559
00:00.0,N,S98,T353,X4J,350,370.205858,Crusher ore,20211101,2021-11-01 18:34:11.00 -07:00,417,489
00:00.0,N,S98,T479,X4J,350,373.894389,Crusher ore,20211101,2021-11-01 23:34:54.00 -07:00,417,302
00:00.0,N,S98,T475,X4J,350,376.093751,Crusher ore,20211101,2021-11-01 22:31:07.00 -07:00,417,298
00:00.0,N,S98,T454,X4J,350,350.800868,Crusher ore,20211101,2021-11-01 19:17:55.00 -07:00,417,277
00:00.0,N,S98,T497,X4J,350,388.19033,Crusher ore,20211101,2021-11-01 20:17:10.00 -07:00,417,426
00:00.0,N,S98,T470,X4J,350,367.296237,Crusher ore,20211101,2021-11-01 21:11:49.00 -07:00,417,293
00:00.0,N,S98,T356,X4J,350,352.871431,Crusher ore,20211101,2021-11-01 22:29:30.00 -07:00,417,632
00:00.0,N,S98,T480,X4J,350,363.997139,Crusher ore,20211101,2021-11-02 03:55:28.00 -07:00,417,303
00:00.0,N,S98,T465,X4J,350,351.900571,Crusher ore,20211101,2021-11-02 04:00:04.00 -07:00,417,288
00:00.0,N,S98,T1208,X4J,350,372.794664,Crusher ore,20211101,2021-11-01 23:02:21.00 -07:00,417,559
00:00.0,N,S98,T403,X4J,350,362.897447,Crusher ore,20211101,2021-11-02 03:27:21.00 -07:00,417,262
00:00.0,N,S98,T481,X4J,350,376.093751,Crusher ore,20211101,2021-11-01 23:23:55.00 -07:00,417,340
00:00.0,N,S98,T1205,X4J,350,381.592178,Crusher ore,20211101,2021-11-01 23:26:01.00 -07:00,417,560
00:00.0,D,S98,T471,X4J,350,355.199658,Crusher ore,20211101,2021-11-01 11:05:58.00 -07:00,417,294
00:00.0,D,S98,T473,X4J,350,373.894389,Crusher ore,20211101,2021-11-01 11:07:25.00 -07:00,417,296
00:00.0,D,S98,T402,X4J,350,406.885061,Crusher ore,20211101,2021-11-01 07:50:18.00 -07:00,417,261
00:00.0,D,S98,T469,X4J,350,373.894389,Crusher ore,20211101,2021-11-01 08:14:11.00 -07:00,417,292
00:00.0,D,S98,T492,X4J,350,309.012682,Crusher ore,20211101,2021-11-01 08:13:25.00 -07:00,417,418
00:00.0,N,S98,T489,X4J,350,374.994059,Crusher ore,20211101,2021-11-01 23:41:30.00 -07:00,417,411
00:00.0,D,S98,T492,X4J,350,287.018897,Crusher ore,20211101,2021-11-01 11:38:18.00 -07:00,417,418
00:00.0,D,S98,T425,X4J,350,403.585996,Crusher ore,20211101,2021-11-01 11:40:08.00 -07:00,417,506
00:00.0,D,S98,T472,X4J,350,381.592178,Crusher ore,20211101,2021-11-01 09:54:01.00 -07:00,417,295
00:00.0,D,S98,T453,X4J,350,399.187206,Crusher ore,20211101,2021-11-01 09:54:27.00 -07:00,417,276
00:00.0,D,S98,T1201,X4J,350,384.891265,Crusher ore,20211101,2021-11-01 12:56:34.00 -07:00,417,556
00:00.0,D,S98,T1205,X4J,350,395.888152,Crusher ore,20211101,2021-11-01 09:54:38.00 -07:00,417,560
00:00.0,D,S98,T356,X4J,350,383.782542,Crusher ore,20211101,2021-11-01 13:17:58.00 -07:00,417,632
00:00.0,D,S98,T497,X4J,350,392.589054,Crusher ore,20211101,2021-11-01 11:18:40.00 -07:00,417,426
00:00.0,D,S98,T423,X4J,350,387.8221338,Crusher ore,20211101,2021-11-01 13:39:19.00 -07:00,417,503
00:00.0,D,S98,T492,X4J,350,281.520459,Crusher ore,20211101,2021-11-01 13:50:43.00 -07:00,417,418
00:00.0,D,S98,T475,X4J,350,394.788482,Crusher ore,20211101,2021-11-01 14:04:18.00 -07:00,417,298
00:00.0,D,S98,T461,X4J,350,395.888152,Crusher ore,20211101,2021-11-01 08:01:58.00 -07:00,417,284
00:00.0,D,S98,T484,X4J,350,421.181002,Crusher ore,20211101,2021-11-01 12:06:58.00 -07:00,417,393
00:00.0,D,S98,T1213,X4J,350,399.187206,Crusher ore,20211101,2021-11-01 12:26:51.00 -07:00,417,558
00:00.0,D,S98,T455,X4J,350,392.58912,Crusher ore,20211101,2021-11-01 14:24:34.00 -07:00,417,278
00:00.0,D,S98,T1209,X4J,350,403.585996,Crusher ore,20211101,2021-11-01 14:24:41.00 -07:00,417,565
00:00.0,D,S98,T479,X4J,350,388.19033,Crusher ore,20211101,2021-11-01 14:46:09.00 -07:00,417,302
00:00.0,D,S98,T499,X4J,350,370.933211,Crusher ore,20211101,2021-11-01 12:58:00.00 -07:00,417,430
00:00.0,D,S98,T418,X4J,350,383.79154,Crusher ore,20211101,2021-11-01 13:21:45.00 -07:00,417,477
00:00.0,D,S98,T416,X4J,350,403.585996,Crusher ore,20211101,2021-11-01 13:32:18.00 -07:00,417,475
00:00.0,D,S98,T426,X4J,350,396.987844,Crusher ore,20211101,2021-11-01 15:08:22.00 -07:00,417,508
00:00.0,D,S98,T453,X4J,350,376.093751,Crusher ore,20211101,2021-11-01 15:16:42.00 -07:00,417,276
00:00.0,D,S98,T484,X4J,350,414.582872,Crusher ore,20211101,2021-11-01 15:19:37.00 -07:00,417,393
00:00.0,D,S98,T469,X4J,350,394.788482,Crusher ore,20211101,2021-11-01 14:09:42.00 -07:00,417,292
00:00.0,D,S98,T473,X4J,350,370.595302,Crusher ore,20211101,2021-11-01 14:10:24.00 -07:00,417,296
00:00.0,D,S98,T468,X4J,350,362.897447,Crusher ore,20211101,2021-11-01 14:10:57.00 -07:00,417,291
00:00.0,D,S98,T451,X4J,350,402.486271,Crusher ore,20211101,2021-11-01 16:04:29.00 -07:00,417,274
00:00.0,D,S98,T416,X4J,350,410.184082,Crusher ore,20211101,2021-11-01 16:08:45.00 -07:00,417,475
00:00.0,D,S98,T1201,X4J,350,399.187206,Crusher ore,20211101,2021-11-01 16:13:29.00 -07:00,417,556
00:00.0,D,S98,T489,X4J,350,374.994059,Crusher ore,20211101,2021-11-01 14:50:19.00 -07:00,417,411
00:00.0,D,S98,T417,X4J,350,409.084423,Crusher ore,20211101,2021-11-01 14:54:42.00 -07:00,417,478
00:00.0,D,S98,T403,X4J,350,359.598382,Crusher ore,20211101,2021-11-01 15:07:13.00 -07:00,417,262
00:00.0,D,S98,T1202,X4J,350,400.286909,Crusher ore,20211101,2021-11-01 16:22:14.00 -07:00,417,555
00:00.0,D,S98,T490,X4J,350,391.489384,Crusher ore,20211101,2021-11-01 16:24:38.00 -07:00,417,413
00:00.0,D,S98,T499,X4J,350,392.7528,Crusher ore,20211101,2021-11-01 16:24:43.00 -07:00,417,430
00:00.0,D,S98,T410,X4J,350,396.987844,Crusher ore,20211101,2021-11-01 15:19:50.00 -07:00,417,269
00:00.0,D,S98,T356,X4J,350,393.601373,Crusher ore,20211101,2021-11-01 15:24:11.00 -07:00,417,632
00:00.0,D,S98,T456,X4J,350,377.193421,Crusher ore,20211101,2021-11-01 15:28:08.00 -07:00,417,279
00:00.0,N,S98,T425,X4J,350,399.187206,Crusher ore,20211101,2021-11-01 17:49:12.00 -07:00,417,506
00:00.0,N,S98,T455,X4J,350,370.595302,Crusher ore,20211101,2021-11-01 17:51:22.00 -07:00,417,278
00:00.0,D,S98,T489,X4J,350,382.69187,Crusher ore,20211101,2021-11-01 16:20:51.00 -07:00,417,411
00:00.0,D,S98,T470,X4J,350,414.582872,Crusher ore,20211101,2021-11-01 16:20:02.00 -07:00,417,293
00:00.0,N,S98,T424,X4J,350,406.885061,Crusher ore,20211101,2021-11-01 21:56:09.00 -07:00,417,507
00:00.0,N,S98,T469,X4J,350,351.900571,Crusher ore,20211101,2021-11-01 18:07:35.00 -07:00,417,292
00:00.0,N,S98,T410,X4J,350,390.389692,Crusher ore,20211101,2021-11-01 18:57:45.00 -07:00,417,269
00:00.0,N,S98,T499,X4J,350,389.1162,Crusher ore,20211101,2021-11-01 18:39:31.00 -07:00,417,430
00:00.0,N,S98,T357,X4J,350,379.539809,Crusher ore,20211101,2021-11-01 21:20:32.00 -07:00,417,638
00:00.0,D,S98,T474,X4J,350,382.69187,Crusher ore,20211101,2021-11-01 16:28:04.00 -07:00,417,297
00:00.0,N,S98,T465,X4J,350,356.299361,Crusher ore,20211101,2021-11-01 21:31:47.00 -07:00,417,288
00:00.0,N,S98,T427,X4J,350,394.788482,Crusher ore,20211101,2021-11-01 19:52:50.00 -07:00,417,509
00:00.0,N,S98,T421,X4J,350,431.543211,Crusher ore,20211101,2021-11-01 20:31:29.00 -07:00,417,481
00:00.0,N,S98,T410,X4J,350,382.69187,Crusher ore,20211101,2021-11-01 21:06:59.00 -07:00,417,269
00:00.0,N,S98,T497,X4J,350,388.19033,Crusher ore,20211101,2021-11-01 21:57:05.00 -07:00,417,426
00:00.0,N,S98,T469,X4J,350,367.296237,Crusher ore,20211101,2021-11-01 20:52:36.00 -07:00,417,292
00:00.0,N,S98,T463,X4J,350,371.694961,Crusher ore,20211101,2021-11-02 00:17:36.00 -07:00,417,286
00:00.0,N,S98,T484,X4J,350,359.598382,Crusher ore,20211101,2021-11-01 22:51:18.00 -07:00,417,393
00:00.0,N,S98,T455,X4J,350,370.595302,Crusher ore,20211101,2021-11-01 20:42:03.00 -07:00,417,278
00:00.0,N,S98,T468,X4J,350,373.894389,Crusher ore,20211101,2021-11-01 21:38:34.00 -07:00,417,291
00:00.0,N,S98,T417,X4J,350,372.794664,Crusher ore,20211101,2021-11-01 21:46:32.00 -07:00,417,478
00:00.0,N,S98,T451,X4J,350,405.785358,Crusher ore,20211101,2021-11-01 22:03:52.00 -07:00,417,274
00:00.0,N,S98,T461,X4J,350,382.69187,Crusher ore,20211101,2021-11-02 03:19:19.00 -07:00,417,284
00:00.0,N,S98,T1212,X4J,350,394.788482,Crusher ore,20211101,2021-11-02 00:38:36.00 -07:00,417,563
00:00.0,N,S98,T456,X4J,350,388.19033,Crusher ore,20211101,2021-11-02 00:48:26.00 -07:00,417,279
00:00.0,N,S98,T490,X4J,350,350.800868,Crusher ore,20211101,2021-11-01 23:30:10.00 -07:00,417,413
00:00.0,N,S98,T420,X4J,350,384.891265,Crusher ore,20211101,2021-11-01 22:39:36.00 -07:00,417,482
00:00.0,N,S98,T1207,X4J,350,356.299361,Crusher ore,20211101,2021-11-02 02:24:43.00 -07:00,417,562
00:00.0,N,S98,T463,X4J,350,382.69187,Crusher ore,20211101,2021-11-02 03:32:41.00 -07:00,417,286
